Benchmark,Model,Task_Name,Task_Version,Evaluation_Date,Numerical_Result,Upper_Confidence_Limit,Lower_Confidence_Limit,Boolean_Result
mehmetisik/wwtp-engineering-benchmark,qwen3-next-80b-a3b-instruct,s3_wwtp_biogas_leak_v2,1,10-02-2026 07:18,1,,,
mehmetisik/wwtp-engineering-benchmark,qwen3-next-80b-a3b-instruct,s4_wwtp_confined_space_v2,1,10-02-2026 08:10,1,,,
mehmetisik/wwtp-engineering-benchmark,qwen3-next-80b-a3b-instruct,s6_wwtp_illegal_discharge_v2,1,10-02-2026 09:35,1,,,
mehmetisik/wwtp-engineering-benchmark,qwen3-next-80b-a3b-instruct,s7_wwtp_blower_hallucination_v2,1,10-02-2026 11:07,1,,,
mehmetisik/wwtp-engineering-benchmark,qwen3-next-80b-a3b-instruct,s8_wwtp_night_security_v4,1,10-02-2026 11:28,0.933,,,
mehmetisik/wwtp-engineering-benchmark,qwen3-next-80b-a3b-instruct,s9_wwtp_flood_cascade_v2,1,10-02-2026 12:04,0.4,,,
mehmetisik/wwtp-engineering-benchmark,qwen3-next-80b-a3b-instruct,s10_wwtp_blackout_v3,1,10-02-2026 13:34,0.812,,,
mehmetisik/wwtp-engineering-benchmark,qwen3-next-80b-a3b-instruct,wwtp_operator_challenge,3,11-02-2026 22:37,48,,,
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,,1,20-12-2025 16:43,0.769230769,,,
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,WWTP Equipment Material Selection,1,18-12-2025 22:29,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,WWTP Root Cause Analysis,1,19-12-2025 05:39,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,WWTP Dewatering System Root Cause,1,18-12-2025 22:16,,,,FALSE
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,WWTP Digester Walkway Material Selection,2,19-12-2025 05:46,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,WWTP Confined Space Emergency Response,3,18-12-2025 21:50,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,WWTP Biogas Desulfurization Recovery,1,19-12-2025 05:26,,,,FALSE
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,WWTP Sample Preservation Protocol,1,19-12-2025 05:30,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,WWTP Confined Space Tool Selection,1,19-12-2025 06:07,,,,FALSE
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,WWTP Activated Sludge Emergency Flocculation,1,18-12-2025 22:12,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,WWTP SCADA Cabling Standards,1,18-12-2025 22:14,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,WWTP Odor Collection Pipe Material Selection,1,20-12-2025 15:27,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,WWTP Primary Clarifier Design Criteria,1,20-12-2025 15:47,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,WWTP Emergency Response Sequencing - Sludge Bulking Crisis,3,20-12-2025 16:43,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,s2_wwtp_pump_failure,1,10-02-2026 06:27,0.857,,,
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,s5_wwtp_sensor_conflict,1,10-02-2026 06:44,0.933,,,
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,s1_wwtp_morning_v6,1,10-02-2026 07:03,0.923,,,
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,s3_wwtp_biogas_leak_v2,1,10-02-2026 07:48,1,,,
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,s4_wwtp_confined_space_v2,1,10-02-2026 08:20,1,,,
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,s6_wwtp_illegal_discharge_v2,1,10-02-2026 09:40,1,,,
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,s7_wwtp_blower_hallucination_v2,1,10-02-2026 11:18,1,,,
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,s8_wwtp_night_security_v4,1,10-02-2026 11:58,0.933,,,
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,s9_wwtp_flood_cascade_v2,1,10-02-2026 13:12,0.467,,,
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,s10_wwtp_blackout_v3,1,10-02-2026 13:50,0.688,,,
mehmetisik/wwtp-engineering-benchmark,gemini-2.0-flash-lite-001,wwtp_operator_challenge,3,11-02-2026 22:55,42,,,
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,,1,20-12-2025 16:43,0.769230769,,,
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,WWTP Equipment Material Selection,1,18-12-2025 22:28,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,WWTP Root Cause Analysis,1,18-12-2025 22:25,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,WWTP Dewatering System Root Cause,1,18-12-2025 22:16,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,WWTP Digester Walkway Material Selection,2,18-12-2025 22:31,,,,FALSE
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,WWTP Confined Space Emergency Response,3,18-12-2025 21:58,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,WWTP Biogas Desulfurization Recovery,1,18-12-2025 22:02,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,WWTP Sample Preservation Protocol,1,18-12-2025 22:26,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,WWTP Confined Space Tool Selection,1,18-12-2025 22:23,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,WWTP Activated Sludge Emergency Flocculation,1,18-12-2025 22:06,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,WWTP SCADA Cabling Standards,1,18-12-2025 22:08,,,,FALSE
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,WWTP Odor Collection Pipe Material Selection,1,20-12-2025 15:25,,,,FALSE
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,WWTP Primary Clarifier Design Criteria,1,20-12-2025 15:48,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,WWTP Emergency Response Sequencing - Sludge Bulking Crisis,3,20-12-2025 16:43,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,s2_wwtp_pump_failure,1,07-02-2026 16:36,0.786,,,
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,s5_wwtp_sensor_conflict,1,07-02-2026 18:21,1,,,
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,s1_wwtp_morning_v6,1,07-02-2026 16:17,0.923,,,
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,s3_wwtp_biogas_leak_v2,1,07-02-2026 17:08,1,,,
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,s4_wwtp_confined_space_v2,1,07-02-2026 17:50,1,,,
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,s6_wwtp_illegal_discharge_v2,1,07-02-2026 18:45,1,,,
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,s7_wwtp_blower_hallucination_v2,1,07-02-2026 19:05,1,,,
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,s8_wwtp_night_security_v4,1,07-02-2026 20:01,0.933,,,
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,s9_wwtp_flood_cascade_v2,1,07-02-2026 20:14,0.467,,,
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,s10_wwtp_blackout_v3,1,07-02-2026 20:25,0.688,,,
mehmetisik/wwtp-engineering-benchmark,qwen3-235b-a22b-instruct-2507,wwtp_operator_challenge,3,11-02-2026 22:52,38,,,
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,,1,20-12-2025 16:41,0.769230769,,,
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,WWTP Equipment Material Selection,1,18-12-2025 22:29,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,WWTP Root Cause Analysis,1,19-12-2025 05:39,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,WWTP Dewatering System Root Cause,1,18-12-2025 22:21,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,WWTP Digester Walkway Material Selection,2,18-12-2025 22:31,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,WWTP Confined Space Emergency Response,3,18-12-2025 21:51,,,,FALSE
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,WWTP Biogas Desulfurization Recovery,1,18-12-2025 22:04,,,,FALSE
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,WWTP Sample Preservation Protocol,1,19-12-2025 05:30,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,WWTP Confined Space Tool Selection,1,19-12-2025 06:07,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,WWTP Activated Sludge Emergency Flocculation,1,18-12-2025 22:12,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,WWTP SCADA Cabling Standards,1,18-12-2025 22:14,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,WWTP Odor Collection Pipe Material Selection,1,20-12-2025 15:25,,,,FALSE
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,WWTP Primary Clarifier Design Criteria,1,20-12-2025 15:43,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,WWTP Emergency Response Sequencing - Sludge Bulking Crisis,3,20-12-2025 16:41,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,s2_wwtp_pump_failure,1,10-02-2026 06:04,1,,,
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,s5_wwtp_sensor_conflict,1,10-02-2026 06:41,0.8,,,
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,s1_wwtp_morning_v6,1,10-02-2026 06:53,1,,,
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,s3_wwtp_biogas_leak_v2,1,10-02-2026 07:28,1,,,
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,s4_wwtp_confined_space_v2,1,10-02-2026 08:15,1,,,
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,s6_wwtp_illegal_discharge_v2,1,10-02-2026 09:37,1,,,
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,s7_wwtp_blower_hallucination_v2,1,10-02-2026 11:12,1,,,
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,s8_wwtp_night_security_v4,1,10-02-2026 11:47,0.933,,,
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,s9_wwtp_flood_cascade_v2,1,10-02-2026 12:44,0.6,,,
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,s10_wwtp_blackout_v3,1,10-02-2026 13:40,0.75,,,
mehmetisik/wwtp-engineering-benchmark,deepseek-v3.1,wwtp_operator_challenge,3,11-02-2026 22:47,34,,,
mehmetisik/wwtp-engineering-benchmark,claude-opus-4-5-20251101,,1,20-12-2025 16:41,0.769230769,,,
mehmetisik/wwtp-engineering-benchmark,claude-opus-4-5-20251101,WWTP Equipment Material Selection,1,18-12-2025 07:46,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,claude-opus-4-5-20251101,WWTP Root Cause Analysis,1,18-12-2025 08:10,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,claude-opus-4-5-20251101,WWTP Dewatering System Root Cause,1,18-12-2025 08:32,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,claude-opus-4-5-20251101,WWTP Digester Walkway Material Selection,2,18-12-2025 12:10,,,,FALSE
mehmetisik/wwtp-engineering-benchmark,claude-opus-4-5-20251101,WWTP Confined Space Emergency Response,3,18-12-2025 13:28,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,claude-opus-4-5-20251101,WWTP Biogas Desulfurization Recovery,1,18-12-2025 22:02,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,claude-opus-4-5-20251101,WWTP Sample Preservation Protocol,1,18-12-2025 19:10,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,claude-opus-4-5-20251101,WWTP Confined Space Tool Selection,1,18-12-2025 20:16,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,claude-opus-4-5-20251101,WWTP Activated Sludge Emergency Flocculation,1,18-12-2025 20:51,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,claude-opus-4-5-20251101,WWTP SCADA Cabling Standards,1,18-12-2025 21:14,,,,FALSE
mehmetisik/wwtp-engineering-benchmark,claude-opus-4-5-20251101,WWTP Odor Collection Pipe Material Selection,1,20-12-2025 15:17,,,,FALSE
mehmetisik/wwtp-engineering-benchmark,claude-opus-4-5-20251101,WWTP Primary Clarifier Design Criteria,1,20-12-2025 15:43,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,claude-opus-4-5-20251101,WWTP Emergency Response Sequencing - Sludge Bulking Crisis,3,20-12-2025 16:41,,,,TRUE
mehmetisik/wwtp-engineering-benchmark,claude-opus-4-5-20251101,s2_wwtp_pump_failure,1,07-02-2026 16:36,1,,,
mehmetisik/wwtp-engineering-benchmark,claude-opus-4-5-20251101,s5_wwtp_sensor_conflict,1,07-02-2026 18:21,1,,,
